transaction_id,customer_id,amount,currency,failure_reason,is_hard_fail,first_failure_timestamp,payment_method,is_recurring,merchant_category
txn_2a10f13716,cust_a62c691459,164.69,INR,insufficient_funds,False,2024-03-02 20:35:02,upi,True,saas
txn_a8001559bf,cust_28a7fe6a58,352.52,INR,network_timeout,False,2024-03-06 06:59:18,netbanking,False,d2c_subscription
txn_64b95a8b39,cust_95d7c94871,312.72,INR,insufficient_funds,False,2024-03-04 12:45:16,card,False,ecommerce_one_time
txn_ea2243801c,cust_1228f453fa,780.24,INR,do_not_honor,False,2024-03-14 05:54:47,upi,True,d2c_subscription
txn_de70ee86a4,cust_2b46763a31,19648.32,INR,account_closed,True,2024-03-08 10:31:49,upi,True,saas
txn_da6e0a4837,cust_a11e03b01a,1620.79,INR,do_not_honor,False,2024-03-10 14:22:04,card,True,ecommerce_one_time
txn_ce98d461d2,cust_5318cc1f36,595.48,INR,network_timeout,False,2024-03-15 06:15:07,card,True,d2c_subscription
txn_c541dfe4c6,cust_6282ee4485,542.15,INR,do_not_honor,False,2024-03-14 05:46:40,upi,True,saas
txn_b48037ace6,cust_f08bf06ab2,75.01,INR,network_timeout,False,2024-03-12 20:13:30,card,True,d2c_subscription
txn_8dad08263e,cust_d070da4706,4548.62,INR,processing_error,False,2024-03-15 09:40:14,upi,False,ecommerce_one_time
txn_df1f980167,cust_a62c691459,564.16,INR,processing_error,False,2024-03-09 09:02:59,card,False,d2c_subscription
txn_a2fbcd961f,cust_a7102f8089,120.27,INR,insufficient_funds,False,2024-03-14 18:47:13,card,False,ecommerce_one_time
txn_649578cf13,cust_54c2dde01a,271.2,INR,processing_error,False,2024-03-03 22:57:53,netbanking,True,d2c_subscription
txn_ace0dff3b2,cust_5863e03a8b,178.72,INR,insufficient_funds,False,2024-03-07 05:00:57,upi,True,d2c_subscription
txn_272ba4be84,cust_6ea2fac2b9,620.72,INR,account_closed,True,2024-03-02 00:25:43,card,False,saas
txn_dac3fe0864,cust_14a613c8a4,5556.58,INR,insufficient_funds,False,2024-03-14 07:40:25,upi,True,d2c_subscription
txn_1db8ade79d,cust_b5fbccca6b,293.21,INR,insufficient_funds,False,2024-03-14 09:07:57,card,False,saas
txn_ec314f9d90,cust_2713e10c7a,1417.21,INR,network_timeout,False,2024-03-03 08:11:01,upi,True,saas
txn_73b71cc7ae,cust_e30cf25004,988.42,INR,insufficient_funds,False,2024-03-10 00:16:31,card,True,saas
txn_1b409f2f88,cust_07c65338f6,742.25,INR,issuer_declined,False,2024-03-04 20:49:37,card,True,ecommerce_one_time
txn_552bd14b7c,cust_46253caba4,504.51,INR,processing_error,False,2024-03-12 20:11:01,card,False,saas
txn_de66b3f6d4,cust_9859ad8a52,329.42,INR,insufficient_funds,False,2024-03-15 09:02:14,card,True,saas
txn_a251093eee,cust_2953fd5d4f,852.68,INR,insufficient_funds,False,2024-03-08 12:43:38,card,True,saas
txn_17309a2a33,cust_e0172cbef4,1035.15,INR,do_not_honor,False,2024-03-07 11:23:23,card,False,saas
txn_123c3bab21,cust_69fa4d05b5,225.46,INR,insufficient_funds,False,2024-03-13 22:34:40,netbanking,False,ecommerce_one_time
txn_fa4b0c71e8,cust_e6ae61fccd,2148.58,INR,insufficient_funds,False,2024-03-15 08:33:20,card,True,d2c_subscription
txn_58ae55dd15,cust_5efc7db0af,1528.31,INR,insufficient_funds,False,2024-03-12 12:44:45,card,True,d2c_subscription
txn_b445db2d2e,cust_a2e1354a64,4703.28,INR,issuer_declined,False,2024-03-13 23:18:38,card,False,ecommerce_one_time
txn_0b15215d03,cust_49a8d06e17,599.19,INR,issuer_declined,False,2024-03-01 13:16:45,upi,True,saas
txn_04a9b0015e,cust_0068a9b979,5642.21,INR,insufficient_funds,False,2024-03-01 15:56:54,card,False,ecommerce_one_time
txn_5d9451d5b6,cust_a5f0655b65,1339.79,INR,do_not_honor,False,2024-03-15 06:40:24,card,False,ecommerce_one_time
txn_8b4c92f7f9,cust_17360b6720,142.29,INR,do_not_honor,False,2024-03-09 02:26:25,upi,False,d2c_subscription
txn_780d76429f,cust_e6ae61fccd,276.37,INR,insufficient_funds,False,2024-03-10 02:48:19,card,False,d2c_subscription
txn_440d48ec10,cust_6c5398a911,247.13,INR,issuer_declined,False,2024-03-15 02:51:26,netbanking,False,d2c_subscription
txn_1e72afee8b,cust_27709d7f16,8191.42,INR,network_timeout,False,2024-03-06 04:01:14,card,False,ecommerce_one_time
txn_939d661a5b,cust_99b0ab100e,1240.75,INR,do_not_honor,False,2024-03-03 14:17:40,upi,True,saas
txn_ebcbec1b98,cust_e52eeedd70,307.95,INR,issuer_declined,False,2024-03-06 22:36:29,card,True,d2c_subscription
txn_036f3197dc,cust_cd595b36e7,1198.04,INR,issuer_declined,False,2024-03-02 15:46:20,upi,True,saas
txn_f2dfb703cd,cust_a539505b93,114.43,INR,insufficient_funds,False,2024-03-06 13:49:05,netbanking,True,d2c_subscription
txn_015cad3f94,cust_bacd9bf518,6952.39,INR,network_timeout,False,2024-03-07 19:44:36,card,False,ecommerce_one_time
txn_ff218a4fa0,cust_c9c73c9345,682.76,INR,card_expired,True,2024-03-02 05:31:11,card,True,d2c_subscription
txn_c624da60d5,cust_d9da3d5bae,1488.15,INR,card_expired,True,2024-03-05 14:48:13,card,True,saas
txn_fd49cea23b,cust_0a63b124cb,2210.13,INR,insufficient_funds,False,2024-03-04 19:05:00,card,True,d2c_subscription
txn_9f323b8e81,cust_5b571b4898,506.73,INR,issuer_declined,False,2024-03-04 13:52:46,netbanking,False,ecommerce_one_time
txn_dc03cffe54,cust_ce95e3a6f8,84.87,INR,insufficient_funds,False,2024-03-15 01:19:32,upi,True,d2c_subscription
txn_d7e3aacc4c,cust_f77df130f0,281.8,INR,issuer_declined,False,2024-03-05 05:09:02,upi,False,ecommerce_one_time
txn_35c3beb122,cust_9602cf053a,842.66,INR,issuer_declined,False,2024-03-05 00:29:53,netbanking,False,ecommerce_one_time
txn_20767b6acb,cust_3ad494e676,651.16,INR,processing_error,False,2024-03-08 13:50:27,netbanking,False,ecommerce_one_time
txn_78c44be9f7,cust_aad0434629,545.82,INR,insufficient_funds,False,2024-03-07 14:22:05,upi,True,saas
txn_15b0cbe262,cust_cce2e13141,424.16,INR,card_expired,True,2024-03-03 20:13:05,card,True,d2c_subscription
txn_d4ffba559d,cust_6d45897997,4940.88,INR,insufficient_funds,False,2024-03-13 12:19:27,card,False,ecommerce_one_time
txn_f78aed0068,cust_5a0d857766,1787.78,INR,insufficient_funds,False,2024-03-08 02:49:04,card,False,ecommerce_one_time
txn_759b604478,cust_9c328517ce,852.22,INR,network_timeout,False,2024-03-04 17:05:17,card,True,saas
txn_a956f21cfd,cust_cfc398913d,2021.14,INR,processing_error,False,2024-03-11 20:48:25,card,True,saas
txn_4c467de7a3,cust_6160c94fcf,461.06,INR,issuer_declined,False,2024-03-11 19:23:00,card,True,saas
txn_eb27fed148,cust_78c8b19f06,234.49,INR,do_not_honor,False,2024-03-15 10:38:01,card,False,ecommerce_one_time
txn_5b64135ff4,cust_7b92ced64c,2258.05,INR,insufficient_funds,False,2024-03-11 03:03:51,card,False,ecommerce_one_time
txn_d13e2ebfd1,cust_e7e91e7465,790.31,INR,insufficient_funds,False,2024-03-10 11:30:50,card,True,d2c_subscription
txn_713f002d2f,cust_27709d7f16,451.12,INR,issuer_declined,False,2024-03-02 03:58:54,card,False,saas
txn_6ad621a12a,cust_67eeaad87d,1307.15,INR,issuer_declined,False,2024-03-14 08:15:05,card,True,saas
txn_73571ee020,cust_05a2eb14a0,87.05,INR,do_not_honor,False,2024-03-06 10:50:23,card,True,ecommerce_one_time
txn_4aac2e1b4d,cust_0902ba1fb0,701.48,INR,insufficient_funds,False,2024-03-14 14:44:21,upi,True,saas
txn_8f7cbf58df,cust_59a9c49a60,396.17,INR,processing_error,False,2024-03-04 07:23:50,upi,False,saas
txn_d2b2ed3631,cust_74447c355f,138.63,INR,processing_error,False,2024-03-08 22:20:27,card,True,saas
txn_413163a8bd,cust_b37c10af15,67.39,INR,insufficient_funds,False,2024-03-09 12:55:32,card,False,ecommerce_one_time
txn_b7f19c6dba,cust_25ee63ebb6,1350.56,INR,insufficient_funds,False,2024-03-02 06:55:32,card,True,d2c_subscription
txn_e93865c46b,cust_7c234829f9,5147.91,INR,issuer_declined,False,2024-03-05 00:19:47,card,True,saas
txn_38cf22b582,cust_56dc7e6d9a,1073.65,INR,processing_error,False,2024-03-14 00:32:50,card,True,saas
txn_9ed24bdca8,cust_cf15590c4b,98.1,INR,processing_error,False,2024-03-11 18:33:31,netbanking,False,ecommerce_one_time
txn_bcd1ef2cf0,cust_d070da4706,942.92,INR,processing_error,False,2024-03-11 16:01:13,card,True,d2c_subscription
txn_37bbc56344,cust_3b0e88c020,611.5,INR,issuer_declined,False,2024-03-06 23:08:19,card,True,d2c_subscription
txn_e7dfbb2885,cust_c072af19ea,325.06,INR,insufficient_funds,False,2024-03-03 21:05:38,upi,True,saas
txn_83ba5992b3,cust_368d3b7e8b,4315.06,INR,do_not_honor,False,2024-03-06 13:44:10,card,False,saas
txn_dc6da39ac0,cust_327e8eabff,1516.91,INR,insufficient_funds,False,2024-03-09 20:59:07,card,False,ecommerce_one_time
txn_05dc8b5111,cust_ec13538a6f,2574.91,INR,processing_error,False,2024-03-05 01:09:20,card,False,ecommerce_one_time
txn_c580e26b41,cust_34f259ec4a,1745.62,INR,insufficient_funds,False,2024-03-04 21:02:32,netbanking,True,d2c_subscription
txn_fcdd0fba5f,cust_080dfe1de9,1099.31,INR,issuer_declined,False,2024-03-14 08:55:24,card,False,ecommerce_one_time
txn_f2874f2f75,cust_8fe2648fdd,253.8,INR,do_not_honor,False,2024-03-07 21:46:33,upi,True,saas
txn_a35be6ce41,cust_0902ba1fb0,441.96,INR,do_not_honor,False,2024-03-05 13:11:29,upi,False,ecommerce_one_time
txn_5586a420f3,cust_4467425139,1178.34,INR,do_not_honor,False,2024-03-07 01:04:45,card,True,saas
txn_f1e298954b,cust_7f7defd2f4,501.71,INR,issuer_declined,False,2024-03-12 01:42:43,upi,True,saas
txn_3be37c235e,cust_4ae98356cf,1523.95,INR,card_expired,True,2024-03-13 05:51:21,card,False,ecommerce_one_time
txn_9a0de19f09,cust_d9931898cf,227.55,INR,network_timeout,False,2024-03-11 10:15:58,card,False,ecommerce_one_time
txn_1d1ff41c09,cust_077251b505,122.72,INR,network_timeout,False,2024-03-10 13:38:00,card,False,ecommerce_one_time
txn_641e193955,cust_77a7833ae7,3464.06,INR,do_not_honor,False,2024-03-02 14:22:23,netbanking,True,d2c_subscription
txn_15a0fef77f,cust_7f7c499178,1988.0,INR,processing_error,False,2024-03-06 19:05:25,card,False,ecommerce_one_time
txn_9bfdd3b0a3,cust_79686500c8,2873.12,INR,do_not_honor,False,2024-03-03 19:11:22,card,True,d2c_subscription
txn_4e3b7eba45,cust_46c6dd4b0f,256.36,INR,issuer_declined,False,2024-03-15 03:00:22,netbanking,True,saas
txn_625dfeaf9c,cust_5efede095c,1463.13,INR,issuer_declined,False,2024-03-04 12:36:27,card,True,d2c_subscription
txn_56ade14b34,cust_1b4a536b10,273.08,INR,do_not_honor,False,2024-03-12 20:43:21,netbanking,True,d2c_subscription
txn_04b9378393,cust_10588e4627,650.38,INR,insufficient_funds,False,2024-03-07 13:53:50,upi,True,d2c_subscription
txn_b9e5c55069,cust_6ec55b7410,603.11,INR,insufficient_funds,False,2024-03-10 02:08:17,upi,True,ecommerce_one_time
txn_d92da19f90,cust_839673facd,1379.44,INR,network_timeout,False,2024-03-03 09:46:36,upi,True,d2c_subscription
txn_ed3c97fee6,cust_a9f58e31af,1312.19,INR,insufficient_funds,False,2024-03-06 01:20:11,upi,True,saas
txn_f51bca6a0b,cust_72b415a5ec,388.78,INR,do_not_honor,False,2024-03-09 01:20:43,card,True,saas
txn_fcf832f875,cust_96e551c00f,1798.19,INR,do_not_honor,False,2024-03-08 08:46:42,netbanking,False,ecommerce_one_time
txn_367e50ccb0,cust_956447e87c,1691.47,INR,insufficient_funds,False,2024-03-05 14:28:54,netbanking,True,saas
txn_e717ef5f79,cust_29b37ee190,1367.22,INR,network_timeout,False,2024-03-05 10:30:22,netbanking,False,ecommerce_one_time
txn_27479b3917,cust_fd2e097c05,276.49,INR,insufficient_funds,False,2024-03-07 11:23:27,upi,True,saas
txn_e78f8472cb,cust_0baea7d55b,1713.23,INR,network_timeout,False,2024-03-05 07:46:28,card,True,saas
txn_aef3516a7b,cust_7b6156a827,579.88,INR,processing_error,False,2024-03-04 10:51:59,card,False,ecommerce_one_time
txn_028b9a0877,cust_c1c98d36ef,1276.53,INR,insufficient_funds,False,2024-03-15 01:33:57,card,False,d2c_subscription
txn_50692c4aea,cust_fb971a75d8,431.44,INR,insufficient_funds,False,2024-03-10 08:42:00,card,True,ecommerce_one_time
txn_7aae77fadc,cust_080dfe1de9,1604.38,INR,issuer_declined,False,2024-03-02 21:01:29,upi,False,saas
txn_d51586ddb2,cust_74660b9cab,2952.16,INR,issuer_declined,False,2024-03-11 00:04:55,upi,True,d2c_subscription
txn_d9864f8ae2,cust_bea8ac52c2,763.62,INR,insufficient_funds,False,2024-03-03 23:03:50,card,True,d2c_subscription
txn_63b12ae6f8,cust_5ed1f1f251,629.25,INR,account_closed,True,2024-03-07 19:27:36,card,False,ecommerce_one_time
txn_45fcc2219d,cust_3c5ea7168e,3464.1,INR,insufficient_funds,False,2024-03-11 16:55:16,upi,False,saas
txn_20e421522f,cust_aefcf53733,3445.11,INR,network_timeout,False,2024-03-10 14:19:31,card,True,saas
txn_75a54cfb56,cust_9c328517ce,1505.59,INR,insufficient_funds,False,2024-03-08 17:11:59,netbanking,True,d2c_subscription
txn_59172ef5a3,cust_790bef348a,898.59,INR,account_closed,True,2024-03-13 18:04:01,upi,False,ecommerce_one_time
txn_c5bad0f748,cust_826d36d52a,59.42,INR,insufficient_funds,False,2024-03-11 04:27:42,card,False,ecommerce_one_time
txn_e1d7a30ed4,cust_2713e10c7a,633.31,INR,issuer_declined,False,2024-03-05 23:10:39,card,False,ecommerce_one_time
txn_b0c15fc53d,cust_6fde3282eb,73.56,INR,do_not_honor,False,2024-03-02 19:22:06,upi,False,d2c_subscription
txn_196abdce3c,cust_246897ffd4,613.65,INR,insufficient_funds,False,2024-03-02 04:40:58,card,True,d2c_subscription
txn_906dbdb41c,cust_c291ec6d06,2016.45,INR,network_timeout,False,2024-03-10 03:22:23,netbanking,False,ecommerce_one_time
txn_45998755c5,cust_ac80a5c5d7,2992.19,INR,insufficient_funds,False,2024-03-04 09:10:11,card,True,ecommerce_one_time
txn_985e0ff53d,cust_dbcd2cc258,172.35,INR,do_not_honor,False,2024-03-09 22:55:35,card,False,ecommerce_one_time
txn_dee8412139,cust_3b5f80c233,364.15,INR,do_not_honor,False,2024-03-04 04:55:22,card,False,ecommerce_one_time
txn_cd8ef7beef,cust_0a88dfeea0,2157.98,INR,do_not_honor,False,2024-03-02 17:35:52,upi,False,ecommerce_one_time
txn_df90c74297,cust_839673facd,70.84,INR,insufficient_funds,False,2024-03-09 06:15:08,netbanking,False,saas
txn_65c861180f,cust_996a2e4eb9,952.02,INR,insufficient_funds,False,2024-03-07 02:10:01,netbanking,False,saas
txn_bc51648849,cust_c27f4ab716,1371.79,INR,insufficient_funds,False,2024-03-03 08:43:06,card,True,ecommerce_one_time
txn_f05cc1a684,cust_c11e7d00c3,6776.04,INR,issuer_declined,False,2024-03-13 13:40:33,upi,True,d2c_subscription
txn_c42a78b30c,cust_dfcd0376ac,1545.43,INR,insufficient_funds,False,2024-03-12 01:04:55,card,True,saas
txn_515d10e00d,cust_923699b8a4,531.95,INR,card_expired,True,2024-03-06 17:39:31,upi,True,d2c_subscription
txn_c27bee0b9e,cust_7aa37f568c,1908.72,INR,do_not_honor,False,2024-03-12 23:50:09,netbanking,True,d2c_subscription
txn_11ac319240,cust_e29cbc0d01,2280.63,INR,do_not_honor,False,2024-03-04 09:03:57,card,False,ecommerce_one_time
txn_ba820f328c,cust_a349af0cf8,1545.33,INR,issuer_declined,False,2024-03-11 18:29:53,netbanking,False,ecommerce_one_time
txn_dc8fd0b325,cust_e8a0f53da2,1639.88,INR,insufficient_funds,False,2024-03-10 18:29:08,card,True,saas
txn_d0f7337d1c,cust_6ab49227c9,1377.56,INR,do_not_honor,False,2024-03-04 03:36:43,card,True,d2c_subscription
txn_d8184f2fc2,cust_2e89d74b40,1413.15,INR,issuer_declined,False,2024-03-08 02:55:35,card,True,saas
txn_44835cca51,cust_848333691f,1107.23,INR,issuer_declined,False,2024-03-04 10:16:40,netbanking,False,ecommerce_one_time
txn_95cd69e24e,cust_fdbb86d28d,673.09,INR,issuer_declined,False,2024-03-06 17:22:53,card,True,saas
txn_a554aa3a98,cust_2f94137b36,883.85,INR,do_not_honor,False,2024-03-08 07:12:28,upi,True,d2c_subscription
txn_5e78e20128,cust_38270fc594,1859.64,INR,account_closed,True,2024-03-08 08:30:00,card,True,d2c_subscription
txn_388a84dc41,cust_1d1dd3c9d2,98.37,INR,insufficient_funds,False,2024-03-04 06:15:25,upi,False,d2c_subscription
txn_2a98daf1e5,cust_fd5e73d04c,846.91,INR,do_not_honor,False,2024-03-01 12:17:39,upi,True,d2c_subscription
txn_3c22b6c239,cust_27709d7f16,358.31,INR,insufficient_funds,False,2024-03-15 03:49:41,card,True,d2c_subscription
txn_f3b530a01b,cust_8872cdb129,319.7,INR,issuer_declined,False,2024-03-08 09:43:04,upi,True,d2c_subscription
txn_0260745f56,cust_fdaab0f3e6,1686.96,INR,processing_error,False,2024-03-04 12:48:19,upi,True,saas
txn_81ea017726,cust_9b5e8e7a48,1465.27,INR,insufficient_funds,False,2024-03-06 11:49:37,card,True,saas
txn_5556517439,cust_33dccff21a,500.58,INR,do_not_honor,False,2024-03-08 17:22:52,card,True,d2c_subscription
txn_201d93fa4a,cust_cd40ac727d,1557.54,INR,issuer_declined,False,2024-03-04 09:21:15,card,True,saas
txn_99762fae14,cust_312d2a25bd,14868.59,INR,insufficient_funds,False,2024-03-08 22:40:20,netbanking,False,ecommerce_one_time
txn_35cbf1100f,cust_96f561ca96,4598.41,INR,card_expired,True,2024-03-13 14:06:29,upi,False,saas
txn_df4b8d6677,cust_b6c70edf44,2205.66,INR,issuer_declined,False,2024-03-11 16:31:37,upi,False,ecommerce_one_time
txn_cfb534ee25,cust_638698d70b,1663.64,INR,network_timeout,False,2024-03-14 21:14:47,upi,False,saas
txn_439dff02d6,cust_d2a9877118,82.97,INR,issuer_declined,False,2024-03-05 16:05:04,upi,True,ecommerce_one_time
txn_db5b56ffd3,cust_e30cf25004,1448.79,INR,card_expired,True,2024-03-01 21:04:32,card,True,saas
txn_304762718a,cust_fdb1f3067c,217.82,INR,issuer_declined,False,2024-03-10 04:32:41,card,True,d2c_subscription
txn_5c89d5740e,cust_0337cfb953,862.42,INR,issuer_declined,False,2024-03-05 05:57:40,upi,True,saas
txn_dea48c6cba,cust_8d3a9dc941,3434.67,INR,processing_error,False,2024-03-01 17:53:38,card,True,d2c_subscription
txn_437f01bf21,cust_08e3e1d9ae,250.97,INR,issuer_declined,False,2024-03-09 23:51:27,card,True,saas
txn_ab36029d0a,cust_560afec802,825.32,INR,issuer_declined,False,2024-03-03 03:33:09,upi,True,ecommerce_one_time
txn_378e8fb271,cust_66de3568ff,1826.41,INR,account_closed,True,2024-03-15 06:03:48,netbanking,True,d2c_subscription
txn_b79d947cad,cust_aad0434629,1098.86,INR,do_not_honor,False,2024-03-06 00:18:36,upi,True,ecommerce_one_time
txn_450d4189ac,cust_f0ee342eb6,1172.02,INR,processing_error,False,2024-03-13 04:05:23,card,False,d2c_subscription
txn_a0b96c4a39,cust_99cb8a6a54,78.45,INR,processing_error,False,2024-03-04 13:24:41,netbanking,True,d2c_subscription
txn_8f06f79d4e,cust_b41d0c2a19,1071.38,INR,network_timeout,False,2024-03-15 08:43:30,card,True,ecommerce_one_time
txn_4801b5edc1,cust_299aea3756,2968.08,INR,network_timeout,False,2024-03-03 20:10:40,card,True,saas
txn_8e36dc13f4,cust_4121053ea5,1270.21,INR,do_not_honor,False,2024-03-09 22:47:26,netbanking,True,d2c_subscription
txn_00c13d6ba2,cust_8ebf3a8a9e,1891.65,INR,issuer_declined,False,2024-03-12 04:23:27,upi,False,saas
txn_dcbc0004e8,cust_1acd54ac3e,1269.33,INR,insufficient_funds,False,2024-03-07 17:34:07,netbanking,True,d2c_subscription
txn_788fb2bb78,cust_d9d4338065,481.3,INR,do_not_honor,False,2024-03-01 15:28:12,upi,False,saas
txn_112a87a170,cust_9d359b2f09,234.45,INR,network_timeout,False,2024-03-13 06:02:39,upi,True,d2c_subscription
txn_045d39750c,cust_c27f4ab716,1902.84,INR,issuer_declined,False,2024-03-11 03:49:33,card,True,d2c_subscription
txn_cdccfc7d8f,cust_653a16e3ba,207.05,INR,insufficient_funds,False,2024-03-06 13:00:29,card,True,d2c_subscription
txn_7ea0593e8a,cust_b79b41a7fb,119.73,INR,issuer_declined,False,2024-03-14 04:30:19,netbanking,True,saas
txn_45c3f48629,cust_5f0e710ee0,3578.89,INR,do_not_honor,False,2024-03-02 03:22:30,netbanking,True,d2c_subscription
txn_bca64eff42,cust_6ec55b7410,390.08,INR,network_timeout,False,2024-03-08 04:03:48,card,True,ecommerce_one_time
txn_ff7c266b54,cust_33dccff21a,648.16,INR,insufficient_funds,False,2024-03-01 15:12:32,card,False,saas
txn_2d2c52b847,cust_42476447bb,111.98,INR,do_not_honor,False,2024-03-09 16:30:36,card,True,saas
txn_82ed6f3a34,cust_360a2a7239,969.66,INR,processing_error,False,2024-03-03 20:03:22,card,False,ecommerce_one_time
txn_4d6a371f74,cust_6ea2fac2b9,2273.97,INR,card_expired,True,2024-03-10 20:49:31,netbanking,False,ecommerce_one_time
txn_c80f467b2b,cust_8002902885,2669.03,INR,insufficient_funds,False,2024-03-09 06:51:19,card,True,saas
